agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry,old_agent_id
2422,,6,22357,23527,15999,38545,18004205,0.26,1.51,,"MULTILINESTRING ((-77.154638 39.100253,-77.153348 39.096603))",1128
2422,,7,23527,22356,19290,38552,18004212,0.32,1.83,,"MULTILINESTRING ((-77.153348 39.096603,-77.15337 39.091933))",1128
2422,,8,22356,23483,15996,38555,18004215,0.36,2.19,,"MULTILINESTRING ((-77.15337 39.091933,-77.152957 39.086851))",1128
2423,,1,22370,717,16039,38560,18004220,0.25,0.25,,"MULTILINESTRING ((-77.146996 39.083534,-77.150243 39.086099))",1129
2423,,2,717,23483,1916,38563,18004223,0.15,0.4,,"MULTILINESTRING ((-77.150243 39.086099,-77.152957 39.086851))",1129
2423,,3,23483,22356,19154,38565,18004225,0.36,0.76,,"MULTILINESTRING ((-77.152957 39.086851,-77.15337 39.091933))",1129
2423,,4,22356,23527,15997,38572,18004232,0.32,1.08,,"MULTILINESTRING ((-77.15337 39.091933,-77.153348 39.096603))",1129
2423,,5,23527,22357,19291,38573,18004233,0.26,1.34,,"MULTILINESTRING ((-77.153348 39.096603,-77.154638 39.100253))",1129
2423,,6,22357,22358,15998,38574,18004234,0.23,1.57,,"MULTILINESTRING ((-77.154638 39.100253,-77.155988 39.103392))",1129
2423,,7,22358,22394,16002,38575,18004235,0.26,1.83,,"MULTILINESTRING ((-77.155988 39.103392,-77.158606 39.106612))",1129
2423,,8,22394,22401,16127,38576,18004236,0.22,2.05,,"MULTILINESTRING ((-77.158606 39.106612,-77.160227 39.109474))",1129
2423,,9,22401,23313,16156,38577,18004237,0.21,2.26,,"MULTILINESTRING ((-77.160227 39.109474,-77.161907 39.112272))",1129
2424,,1,23311,22396,18594,38579,18004239,0.14,0.14,,"MULTILINESTRING ((-77.164657 39.117152,-77.166278 39.115552))",1129
2424,,2,22396,23319,16136,38581,18004241,0.18,0.32,,"MULTILINESTRING ((-77.166278 39.115552,-77.168939 39.117122))",1129
2424,,3,23319,22397,18621,38582,18004242,0.21,0.53,,"MULTILINESTRING ((-77.168939 39.117122,-77.171947 39.119072))",1129
2424,,4,22397,22399,16138,38583,18004243,0.38,0.91,,"MULTILINESTRING ((-77.171947 39.119072,-77.177619 39.122433))",1129
2424,,5,22399,22784,16147,38583,18004243,0.01,0.92,,"MULTILINESTRING ((-77.177619 39.122433,-77.177778 39.122553))",1129
2424,,6,22784,22805,17306,38583,18004243,0.16,1.08,,"MULTILINESTRING ((-77.177778 39.122553,-77.179988 39.124032))",1129
2424,,7,22805,22421,17372,38585,18004245,0.41,1.49,,"MULTILINESTRING ((-77.179988 39.124032,-77.185417 39.128211))",1129
2424,,8,22421,22420,16227,38587,18004247,0.33,1.82,,"MULTILINESTRING ((-77.185417 39.128211,-77.1889 39.132211))",1129
2424,,9,22420,22417,16222,38590,18004250,0.48,2.3,,"MULTILINESTRING ((-77.1889 39.132211,-77.194097 39.137892))",1129
2424,,10,22417,23716,16215,38591,18004251,0.18,2.48,,"MULTILINESTRING ((-77.194097 39.137892,-77.196408 39.139733))",1129
2424,,11,23716,22489,19424,38591,18004251,0.17,2.65,,"MULTILINESTRING ((-77.196408 39.139733,-77.198926 39.141283))",1129
2424,,12,22489,23305,16449,38591,18004251,0.32,2.97,,"MULTILINESTRING ((-77.198926 39.141283,-77.20266 39.144813))",1129
2424,,13,23305,23257,18574,38594,18004254,0.17,3.14,,"MULTILINESTRING ((-77.20266 39.144813,-77.204777 39.146553))",1129
2424,,14,23257,22427,18417,38595,18004255,0.17,3.31,,"MULTILINESTRING ((-77.204777 39.146553,-77.206897 39.148342))",1129
2425,,1,22161,22430,15374,38599,18004259,0.51,0.51,,"MULTILINESTRING ((-77.198499 39.152411,-77.204528 39.158063))",1129
2425,,2,22430,22825,16259,38610,18004270,0.77,1.28,,"MULTILINESTRING ((-77.204528 39.158063,-77.216009 39.159903))",1129
2425,,3,22825,22441,17436,38611,18004271,0.18,1.46,,"MULTILINESTRING ((-77.216009 39.159903,-77.219258 39.159233))",1129
2425,,4,22441,23506,16300,38615,18004275,0.23,1.69,,"MULTILINESTRING ((-77.219258 39.159233,-77.222678 39.161192))",1129
2425,,5,23506,23255,19227,38615,18004275,0.26,1.95,,"MULTILINESTRING ((-77.222678 39.161192,-77.226427 39.163483))",1129
2425,,6,23255,22447,18411,38616,18004276,0.1,2.05,,"MULTILINESTRING ((-77.226427 39.163483,-77.227468 39.164752))",1129
2426,,1,477,23253,1316,38621,18004281,0.37,0.37,,"MULTILINESTRING ((-77.238349 39.170093,-77.238138 39.175461))",1129
2426,,2,23253,22443,18405,38623,18004283,0.4,0.77,,"MULTILINESTRING ((-77.238138 39.175461,-77.238309 39.181303))",1129
2426,,3,22443,22444,16304,38627,18004287,0.62,1.39,,"MULTILINESTRING ((-77.238309 39.181303,-77.24157 39.189912))",1129
2426,,4,22444,22454,16311,38628,18004288,0.17,1.56,,"MULTILINESTRING ((-77.24157 39.189912,-77.242657 39.192203))",1129
2426,,5,22454,22298,16338,38637,18004297,0.29,1.85,,"MULTILINESTRING ((-77.242657 39.192203,-77.247729 39.190633))",1129
2427,,1,22370,717,16039,38640,18004300,0.25,0.25,,"MULTILINESTRING ((-77.146996 39.083534,-77.150243 39.086099))",1130
2427,,2,717,23483,1916,38643,18004303,0.15,0.4,,"MULTILINESTRING ((-77.150243 39.086099,-77.152957 39.086851))",1130
2427,,3,23483,22356,19154,38645,18004305,0.36,0.76,,"MULTILINESTRING ((-77.152957 39.086851,-77.15337 39.091933))",1130
2427,,4,22356,23527,15997,38652,18004312,0.32,1.08,,"MULTILINESTRING ((-77.15337 39.091933,-77.153348 39.096603))",1130
2427,,5,23527,22357,19291,38653,18004313,0.26,1.34,,"MULTILINESTRING ((-77.153348 39.096603,-77.154638 39.100253))",1130
2427,,6,22357,22358,15998,38654,18004314,0.23,1.57,,"MULTILINESTRING ((-77.154638 39.100253,-77.155988 39.103392))",1130
2427,,7,22358,22394,16002,38655,18004315,0.26,1.83,,"MULTILINESTRING ((-77.155988 39.103392,-77.158606 39.106612))",1130
2427,,8,22394,22401,16127,38656,18004316,0.22,2.05,,"MULTILINESTRING ((-77.158606 39.106612,-77.160227 39.109474))",1130
2427,,9,22401,23313,16156,38657,18004317,0.21,2.26,,"MULTILINESTRING ((-77.160227 39.109474,-77.161907 39.112272))",1130
2428,,1,23311,22396,18594,38659,18004319,0.14,0.14,,"MULTILINESTRING ((-77.164657 39.117152,-77.166278 39.115552))",1130
2428,,2,22396,23319,16136,38661,18004321,0.18,0.32,,"MULTILINESTRING ((-77.166278 39.115552,-77.168939 39.117122))",1130
2428,,3,23319,22397,18621,38662,18004322,0.21,0.53,,"MULTILINESTRING ((-77.168939 39.117122,-77.171947 39.119072))",1130
2428,,4,22397,22399,16138,38663,18004323,0.38,0.91,,"MULTILINESTRING ((-77.171947 39.119072,-77.177619 39.122433))",1130
2428,,5,22399,22784,16147,38663,18004323,0.01,0.92,,"MULTILINESTRING ((-77.177619 39.122433,-77.177778 39.122553))",1130
2428,,6,22784,22805,17306,38663,18004323,0.16,1.08,,"MULTILINESTRING ((-77.177778 39.122553,-77.179988 39.124032))",1130
2428,,7,22805,22421,17372,38665,18004325,0.41,1.49,,"MULTILINESTRING ((-77.179988 39.124032,-77.185417 39.128211))",1130
2428,,8,22421,22420,16227,38667,18004327,0.33,1.82,,"MULTILINESTRING ((-77.185417 39.128211,-77.1889 39.132211))",1130
2428,,9,22420,22417,16222,38670,18004330,0.48,2.3,,"MULTILINESTRING ((-77.1889 39.132211,-77.194097 39.137892))",1130
2428,,10,22417,23716,16215,38671,18004331,0.18,2.48,,"MULTILINESTRING ((-77.194097 39.137892,-77.196408 39.139733))",1130
2428,,11,23716,22489,19424,38671,18004331,0.17,2.65,,"MULTILINESTRING ((-77.196408 39.139733,-77.198926 39.141283))",1130
2428,,12,22489,23305,16449,38671,18004331,0.32,2.97,,"MULTILINESTRING ((-77.198926 39.141283,-77.20266 39.144813))",1130
2428,,13,23305,23257,18574,38674,18004334,0.17,3.14,,"MULTILINESTRING ((-77.20266 39.144813,-77.204777 39.146553))",1130
2428,,14,23257,22427,18417,38675,18004335,0.17,3.31,,"MULTILINESTRING ((-77.204777 39.146553,-77.206897 39.148342))",1130
2429,,1,22161,22430,15374,38679,18004339,0.51,0.51,,"MULTILINESTRING ((-77.198499 39.152411,-77.204528 39.158063))",1130
2429,,2,22430,22825,16259,38690,18004350,0.77,1.28,,"MULTILINESTRING ((-77.204528 39.158063,-77.216009 39.159903))",1130
2429,,3,22825,22441,17436,38691,18004351,0.18,1.46,,"MULTILINESTRING ((-77.216009 39.159903,-77.219258 39.159233))",1130
2429,,4,22441,23506,16300,38695,18004355,0.23,1.69,,"MULTILINESTRING ((-77.219258 39.159233,-77.222678 39.161192))",1130
2429,,5,23506,23255,19227,38695,18004355,0.26,1.95,,"MULTILINESTRING ((-77.222678 39.161192,-77.226427 39.163483))",1130
2429,,6,23255,22447,18411,38696,18004356,0.1,2.05,,"MULTILINESTRING ((-77.226427 39.163483,-77.227468 39.164752))",1130
2430,,1,477,23253,1316,38701,18004361,0.37,0.37,,"MULTILINESTRING ((-77.238349 39.170093,-77.238138 39.175461))",1130
2430,,2,23253,22443,18405,38703,18004363,0.4,0.77,,"MULTILINESTRING ((-77.238138 39.175461,-77.238309 39.181303))",1130
2430,,3,22443,22444,16304,38707,18004367,0.62,1.39,,"MULTILINESTRING ((-77.238309 39.181303,-77.24157 39.189912))",1130
2430,,4,22444,22454,16311,38708,18004368,0.17,1.56,,"MULTILINESTRING ((-77.24157 39.189912,-77.242657 39.192203))",1130
2432,,1,22161,22430,15374,38720,18004380,0.51,0.51,,"MULTILINESTRING ((-77.198499 39.152411,-77.204528 39.158063))",1131
2432,,2,22430,23258,16260,38723,18004383,0.11,0.62,,"MULTILINESTRING ((-77.204528 39.158063,-77.206027 39.156912))",1131
2432,,3,23258,22426,18420,38725,18004385,0.45,1.07,,"MULTILINESTRING ((-77.206027 39.156912,-77.212249 39.152582))",1131
2432,,4,22426,22726,16243,38725,18004385,0.16,1.23,,"MULTILINESTRING ((-77.212249 39.152582,-77.214158 39.150742))",1131
2432,,5,22726,22728,17200,38725,18004385,0.31,1.54,,"MULTILINESTRING ((-77.214158 39.150742,-77.218489 39.147711))",1131
2432,,6,22728,23224,17204,38726,18004386,0.19,1.73,,"MULTILINESTRING ((-77.218489 39.147711,-77.220019 39.145243))",1131
2432,,7,23224,22292,18313,38726,18004386,0.19,1.92,,"MULTILINESTRING ((-77.220019 39.145243,-77.220906 39.142613))",1131
2432,,8,22292,22157,15788,38729,18004389,0.17,2.09,,"MULTILINESTRING ((-77.220906 39.142613,-77.223787 39.143682))",1131
2432,,9,22157,22289,15363,38736,18004396,1.17,3.26,,"MULTILINESTRING ((-77.223787 39.143682,-77.223758 39.134401))",1131
2433,,1,23225,22288,18316,38740,18004400,0.38,0.38,,"MULTILINESTRING ((-77.230449 39.129032,-77.237328 39.128403))",1131
2433,,2,22288,22290,15773,38746,18004406,0.38,0.76,,"MULTILINESTRING ((-77.237328 39.128403,-77.243867 39.126451))",1131
2433,,3,22290,23149,15782,38748,18004408,0.22,0.98,,"MULTILINESTRING ((-77.243867 39.126451,-77.247107 39.124572))",1131
2433,,4,23149,23147,18064,38748,18004408,0.16,1.14,,"MULTILINESTRING ((-77.247107 39.124572,-77.249139 39.122901))",1131
2433,,5,23147,22285,18056,38748,18004408,0.4,1.54,,"MULTILINESTRING ((-77.249139 39.122901,-77.252618 39.117902))",1131
2433,,6,22285,23150,15765,38752,18004412,0.37,1.91,,"MULTILINESTRING ((-77.252618 39.117902,-77.246358 39.115842))",1131
2433,,7,23150,22286,18068,38756,18004416,0.95,2.86,,"MULTILINESTRING ((-77.246358 39.115842,-77.233368 39.106503))",1131
2433,,8,22286,23158,15770,38757,18004417,0.46,3.32,,"MULTILINESTRING ((-77.233368 39.106503,-77.225898 39.103413))",1131
2433,,9,23158,22245,18093,38757,18004417,0.11,3.43,,"MULTILINESTRING ((-77.225898 39.103413,-77.223949 39.103323))",1131
2433,,10,22245,22246,15629,38758,18004418,0.18,3.61,,"MULTILINESTRING ((-77.223949 39.103323,-77.220617 39.102723))",1131
2434,,1,22246,22271,15633,38760,18004420,0.42,0.42,,"MULTILINESTRING ((-77.220617 39.102723,-77.213419 39.100682))",1131
2434,,2,22271,22247,15717,38760,18004420,0.43,0.85,,"MULTILINESTRING ((-77.213419 39.100682,-77.207259 39.097022))",1131
2434,,3,22247,22264,15636,38762,18004422,0.21,1.06,,"MULTILINESTRING ((-77.207259 39.097022,-77.203466 39.096543))",1131
2434,,4,22264,23238,15693,38762,18004422,0.11,1.17,,"MULTILINESTRING ((-77.203466 39.096543,-77.201457 39.096151))",1131
2434,,5,23238,22248,18359,38769,18004429,0.35,1.52,,"MULTILINESTRING ((-77.201457 39.096151,-77.196367 39.093022))",1131
2434,,6,22248,22249,15639,38769,18004429,0.11,1.63,,"MULTILINESTRING ((-77.196367 39.093022,-77.194428 39.092613))",1131
2434,,7,22249,23243,15644,38770,18004430,0.06,1.69,,"MULTILINESTRING ((-77.194428 39.092613,-77.194447 39.091701))",1131
2434,,8,23243,22389,18375,38771,18004431,0.09,1.78,,"MULTILINESTRING ((-77.194447 39.091701,-77.194038 39.090392))",1131
2434,,9,22389,23244,16113,38774,18004434,0.42,2.2,,"MULTILINESTRING ((-77.194038 39.090392,-77.188419 39.086613))",1131
2434,,10,23244,22391,18378,38776,18004436,0.47,2.67,,"MULTILINESTRING ((-77.188419 39.086613,-77.185338 39.080541))",1131
2435,,1,23249,22254,18393,38782,18004442,0.48,0.48,,"MULTILINESTRING ((-77.178539 39.071812,-77.170017 39.069873))",1131
2435,,2,22254,23250,15660,38784,18004444,0.18,0.66,,"MULTILINESTRING ((-77.170017 39.069873,-77.167358 39.071552))",1131
2435,,3,23250,22708,18396,38784,18004444,0.08,0.74,,"MULTILINESTRING ((-77.167358 39.071552,-77.166296 39.072303))",1131
2435,,4,22708,22706,17157,38785,18004445,0.33,1.07,,"MULTILINESTRING ((-77.166296 39.072303,-77.162487 39.076072))",1131
2435,,5,22706,23480,17155,38787,18004447,0.39,1.46,,"MULTILINESTRING ((-77.162487 39.076072,-77.15616 39.078873))",1131
2435,,6,23480,22351,19144,38790,18004450,0.73,2.19,,"MULTILINESTRING ((-77.15616 39.078873,-77.146027 39.081533))",1131
2436,,1,22161,22430,15374,38792,18004452,0.51,0.51,,"MULTILINESTRING ((-77.198499 39.152411,-77.204528 39.158063))",1132
2436,,2,22430,23258,16260,38795,18004455,0.11,0.62,,"MULTILINESTRING ((-77.204528 39.158063,-77.206027 39.156912))",1132
2436,,3,23258,22426,18420,38797,18004457,0.45,1.07,,"MULTILINESTRING ((-77.206027 39.156912,-77.212249 39.152582))",1132
2436,,4,22426,22726,16243,38797,18004457,0.16,1.23,,"MULTILINESTRING ((-77.212249 39.152582,-77.214158 39.150742))",1132
2436,,5,22726,22728,17200,38797,18004457,0.31,1.54,,"MULTILINESTRING ((-77.214158 39.150742,-77.218489 39.147711))",1132
2436,,6,22728,23224,17204,38798,18004458,0.19,1.73,,"MULTILINESTRING ((-77.218489 39.147711,-77.220019 39.145243))",1132
2436,,7,23224,22292,18313,38798,18004458,0.19,1.92,,"MULTILINESTRING ((-77.220019 39.145243,-77.220906 39.142613))",1132
2436,,8,22292,22157,15788,38801,18004461,0.17,2.09,,"MULTILINESTRING ((-77.220906 39.142613,-77.223787 39.143682))",1132
2436,,9,22157,22289,15363,38808,18004468,1.17,3.26,,"MULTILINESTRING ((-77.223787 39.143682,-77.223758 39.134401))",1132
2437,,1,23225,22288,18316,38812,18004472,0.38,0.38,,"MULTILINESTRING ((-77.230449 39.129032,-77.237328 39.128403))",1132
2437,,2,22288,22290,15773,38818,18004478,0.38,0.76,,"MULTILINESTRING ((-77.237328 39.128403,-77.243867 39.126451))",1132
2437,,3,22290,23149,15782,38820,18004480,0.22,0.98,,"MULTILINESTRING ((-77.243867 39.126451,-77.247107 39.124572))",1132
2437,,4,23149,23147,18064,38820,18004480,0.16,1.14,,"MULTILINESTRING ((-77.247107 39.124572,-77.249139 39.122901))",1132
2437,,5,23147,22285,18056,38820,18004480,0.4,1.54,,"MULTILINESTRING ((-77.249139 39.122901,-77.252618 39.117902))",1132
2437,,6,22285,23150,15765,38824,18004484,0.37,1.91,,"MULTILINESTRING ((-77.252618 39.117902,-77.246358 39.115842))",1132
2437,,7,23150,22286,18068,38830,18004490,0.95,2.86,,"MULTILINESTRING ((-77.246358 39.115842,-77.233368 39.106503))",1132
2437,,8,22286,23158,15770,38831,18004491,0.46,3.32,,"MULTILINESTRING ((-77.233368 39.106503,-77.225898 39.103413))",1132
2438,,1,22246,22271,15633,38834,18004494,0.42,0.42,,"MULTILINESTRING ((-77.220617 39.102723,-77.213419 39.100682))",1132
2438,,2,22271,22247,15717,38834,18004494,0.43,0.85,,"MULTILINESTRING ((-77.213419 39.100682,-77.207259 39.097022))",1132
2438,,3,22247,22264,15636,38836,18004496,0.21,1.06,,"MULTILINESTRING ((-77.207259 39.097022,-77.203466 39.096543))",1132
2438,,4,22264,23238,15693,38836,18004496,0.11,1.17,,"MULTILINESTRING ((-77.203466 39.096543,-77.201457 39.096151))",1132
2438,,5,23238,22248,18359,38843,18004503,0.35,1.52,,"MULTILINESTRING ((-77.201457 39.096151,-77.196367 39.093022))",1132
2438,,6,22248,22249,15639,38843,18004503,0.11,1.63,,"MULTILINESTRING ((-77.196367 39.093022,-77.194428 39.092613))",1132
2438,,7,22249,23243,15644,38844,18004504,0.06,1.69,,"MULTILINESTRING ((-77.194428 39.092613,-77.194447 39.091701))",1132
2438,,8,23243,22389,18375,38845,18004505,0.09,1.78,,"MULTILINESTRING ((-77.194447 39.091701,-77.194038 39.090392))",1132
2438,,9,22389,23244,16113,38848,18004508,0.42,2.2,,"MULTILINESTRING ((-77.194038 39.090392,-77.188419 39.086613))",1132
2438,,10,23244,22391,18378,38850,18004510,0.47,2.67,,"MULTILINESTRING ((-77.188419 39.086613,-77.185338 39.080541))",1132
2439,,1,22391,23248,16118,38853,18004513,0.49,0.49,,"MULTILINESTRING ((-77.185338 39.080541,-77.182318 39.074511))",1132
2439,,2,23248,22252,18389,38853,18004513,0.13,0.62,,"MULTILINESTRING ((-77.182318 39.074511,-77.181609 39.072763))",1132
2439,,3,22252,23249,15653,38854,18004514,0.18,0.8,,"MULTILINESTRING ((-77.181609 39.072763,-77.178539 39.071812))",1132
2439,,4,23249,22254,18393,38856,18004516,0.48,1.28,,"MULTILINESTRING ((-77.178539 39.071812,-77.170017 39.069873))",1132
2439,,5,22254,23250,15660,38858,18004518,0.18,1.46,,"MULTILINESTRING ((-77.170017 39.069873,-77.167358 39.071552))",1132
2439,,6,23250,22708,18396,38858,18004518,0.08,1.54,,"MULTILINESTRING ((-77.167358 39.071552,-77.166296 39.072303))",1132
2439,,7,22708,22706,17157,38859,18004519,0.33,1.87,,"MULTILINESTRING ((-77.166296 39.072303,-77.162487 39.076072))",1132
2439,,8,22706,23480,17155,38861,18004521,0.39,2.26,,"MULTILINESTRING ((-77.162487 39.076072,-77.15616 39.078873))",1132
2439,,9,23480,22351,19144,38864,18004524,0.73,2.99,,"MULTILINESTRING ((-77.15616 39.078873,-77.146027 39.081533))",1132
2440,,1,5002,22351,7983,38866,18004526,0.26,0.26,,"MULTILINESTRING ((-77.14576 39.085301,-77.146027 39.081533))",1133
2440,,2,22351,23480,15978,38868,18004528,0.73,0.99,,"MULTILINESTRING ((-77.146027 39.081533,-77.15616 39.078873))",1133
2440,,3,23480,22706,19145,38873,18004533,0.39,1.38,,"MULTILINESTRING ((-77.15616 39.078873,-77.162487 39.076072))",1133
2440,,4,22706,22708,17153,38874,18004534,0.33,1.71,,"MULTILINESTRING ((-77.162487 39.076072,-77.166296 39.072303))",1133
2440,,5,22708,23250,17159,38874,18004534,0.08,1.79,,"MULTILINESTRING ((-77.166296 39.072303,-77.167358 39.071552))",1133
2440,,6,23250,22254,18395,38874,18004534,0.18,1.97,,"MULTILINESTRING ((-77.167358 39.071552,-77.170017 39.069873))",1133
2440,,7,22254,23249,15659,38878,18004538,0.48,2.45,,"MULTILINESTRING ((-77.170017 39.069873,-77.178539 39.071812))",1133
2440,,8,23249,22252,18392,38878,18004538,0.18,2.63,,"MULTILINESTRING ((-77.178539 39.071812,-77.181609 39.072763))",1133
2440,,9,22252,23248,15652,38879,18004539,0.13,2.76,,"MULTILINESTRING ((-77.181609 39.072763,-77.182318 39.074511))",1133
2440,,10,23248,22391,18390,38882,18004542,0.49,3.25,,"MULTILINESTRING ((-77.182318 39.074511,-77.185338 39.080541))",1133
2440,,11,22391,23244,16117,38884,18004544,0.47,3.72,,"MULTILINESTRING ((-77.185338 39.080541,-77.188419 39.086613))",1133
2441,,1,23244,22389,18377,38887,18004547,0.42,0.42,,"MULTILINESTRING ((-77.188419 39.086613,-77.194038 39.090392))",1133
2441,,2,22389,23243,16112,38888,18004548,0.09,0.51,,"MULTILINESTRING ((-77.194038 39.090392,-77.194447 39.091701))",1133
2441,,3,23243,22249,18374,38888,18004548,0.06,0.57,,"MULTILINESTRING ((-77.194447 39.091701,-77.194428 39.092613))",1133
2441,,4,22249,22248,15643,38889,18004549,0.11,0.68,,"MULTILINESTRING ((-77.194428 39.092613,-77.196367 39.093022))",1133
2441,,5,22248,23238,15641,38888,18004548,0.35,1.03,,"MULTILINESTRING ((-77.196367 39.093022,-77.201457 39.096151))",1133
2441,,6,23238,22264,18360,38895,18004555,0.11,1.14,,"MULTILINESTRING ((-77.201457 39.096151,-77.203466 39.096543))",1133
2441,,7,22264,22247,15692,38895,18004555,0.21,1.35,,"MULTILINESTRING ((-77.203466 39.096543,-77.207259 39.097022))",1133
2441,,8,22247,22271,15637,38897,18004557,0.43,1.78,,"MULTILINESTRING ((-77.207259 39.097022,-77.213419 39.100682))",1133
2441,,9,22271,22246,15716,38898,18004558,0.42,2.2,,"MULTILINESTRING ((-77.213419 39.100682,-77.220617 39.102723))",1133
2441,,10,22246,22245,15632,38899,18004559,0.18,2.38,,"MULTILINESTRING ((-77.220617 39.102723,-77.223949 39.103323))",1133
2441,,11,22245,23158,15630,38900,18004560,0.11,2.49,,"MULTILINESTRING ((-77.223949 39.103323,-77.225898 39.103413))",1133
2441,,12,23158,22286,18094,38901,18004561,0.46,2.95,,"MULTILINESTRING ((-77.225898 39.103413,-77.233368 39.106503))",1133
2442,,1,23150,407,18065,38912,18004572,0.28,0.28,,"MULTILINESTRING ((-77.246358 39.115842,-77.245029 39.119755))",1133
2442,,2,407,23149,1184,38910,18004570,0.35,0.63,,"MULTILINESTRING ((-77.245029 39.119755,-77.247107 39.124572))",1133
2442,,3,23149,22290,18063,38911,18004571,0.22,0.85,,"MULTILINESTRING ((-77.247107 39.124572,-77.243867 39.126451))",1133
2442,,4,22290,22288,15781,38918,18004578,0.38,1.23,,"MULTILINESTRING ((-77.243867 39.126451,-77.237328 39.128403))",1133
2442,,5,22288,23225,15774,38919,18004579,0.38,1.61,,"MULTILINESTRING ((-77.237328 39.128403,-77.230449 39.129032))",1133
2442,,6,23225,22289,18317,38921,18004581,0.55,2.16,,"MULTILINESTRING ((-77.230449 39.129032,-77.223758 39.134401))",1133
2442,,7,22289,22266,15778,38921,18004581,0.14,2.3,,"MULTILINESTRING ((-77.223758 39.134401,-77.223108 39.136303))",1133
2443,,1,23222,22157,18306,38929,18004589,0.29,0.29,,"MULTILINESTRING ((-77.228258 39.145993,-77.223787 39.143682))",1133
2443,,2,22157,22292,15364,38929,18004589,0.17,0.46,,"MULTILINESTRING ((-77.223787 39.143682,-77.220906 39.142613))",1133
2443,,3,22292,23224,15791,38931,18004591,0.19,0.65,,"MULTILINESTRING ((-77.220906 39.142613,-77.220019 39.145243))",1133
2443,,4,23224,22728,18314,38931,18004591,0.19,0.84,,"MULTILINESTRING ((-77.220019 39.145243,-77.218489 39.147711))",1133
2443,,5,22728,22726,17203,38933,18004593,0.31,1.15,,"MULTILINESTRING ((-77.218489 39.147711,-77.214158 39.150742))",1133
2443,,6,22726,22426,17198,38933,18004593,0.16,1.31,,"MULTILINESTRING ((-77.214158 39.150742,-77.212249 39.152582))",1133
2443,,7,22426,23258,16245,38934,18004594,0.45,1.76,,"MULTILINESTRING ((-77.212249 39.152582,-77.206027 39.156912))",1133
2443,,8,23258,22430,18421,38934,18004594,0.11,1.87,,"MULTILINESTRING ((-77.206027 39.156912,-77.204528 39.158063))",1133
2444,,1,5002,22351,7983,38937,18004597,0.26,0.26,,"MULTILINESTRING ((-77.14576 39.085301,-77.146027 39.081533))",1134
2444,,2,22351,23480,15978,38939,18004599,0.73,0.99,,"MULTILINESTRING ((-77.146027 39.081533,-77.15616 39.078873))",1134
2444,,3,23480,22706,19145,38944,18004604,0.39,1.38,,"MULTILINESTRING ((-77.15616 39.078873,-77.162487 39.076072))",1134
2444,,4,22706,22708,17153,38945,18004605,0.33,1.71,,"MULTILINESTRING ((-77.162487 39.076072,-77.166296 39.072303))",1134
2444,,5,22708,23250,17159,38945,18004605,0.08,1.79,,"MULTILINESTRING ((-77.166296 39.072303,-77.167358 39.071552))",1134
2444,,6,23250,22254,18395,38945,18004605,0.18,1.97,,"MULTILINESTRING ((-77.167358 39.071552,-77.170017 39.069873))",1134
2444,,7,22254,23249,15659,38949,18004609,0.48,2.45,,"MULTILINESTRING ((-77.170017 39.069873,-77.178539 39.071812))",1134
2444,,8,23249,22252,18392,38949,18004609,0.18,2.63,,"MULTILINESTRING ((-77.178539 39.071812,-77.181609 39.072763))",1134
2444,,9,22252,23248,15652,38950,18004610,0.13,2.76,,"MULTILINESTRING ((-77.181609 39.072763,-77.182318 39.074511))",1134
2444,,10,23248,22391,18390,38953,18004613,0.49,3.25,,"MULTILINESTRING ((-77.182318 39.074511,-77.185338 39.080541))",1134
2444,,11,22391,23244,16117,38955,18004615,0.47,3.72,,"MULTILINESTRING ((-77.185338 39.080541,-77.188419 39.086613))",1134
2445,,1,23244,22389,18377,38958,18004618,0.42,0.42,,"MULTILINESTRING ((-77.188419 39.086613,-77.194038 39.090392))",1134
2445,,2,22389,23243,16112,38959,18004619,0.09,0.51,,"MULTILINESTRING ((-77.194038 39.090392,-77.194447 39.091701))",1134
2445,,3,23243,22249,18374,38959,18004619,0.06,0.57,,"MULTILINESTRING ((-77.194447 39.091701,-77.194428 39.092613))",1134
2445,,4,22249,22248,15643,38960,18004620,0.11,0.68,,"MULTILINESTRING ((-77.194428 39.092613,-77.196367 39.093022))",1134
2445,,5,22248,23238,15641,38959,18004619,0.35,1.03,,"MULTILINESTRING ((-77.196367 39.093022,-77.201457 39.096151))",1134
2445,,6,23238,22264,18360,38966,18004626,0.11,1.14,,"MULTILINESTRING ((-77.201457 39.096151,-77.203466 39.096543))",1134
2445,,7,22264,22247,15692,38966,18004626,0.21,1.35,,"MULTILINESTRING ((-77.203466 39.096543,-77.207259 39.097022))",1134
2445,,8,22247,22271,15637,38968,18004628,0.43,1.78,,"MULTILINESTRING ((-77.207259 39.097022,-77.213419 39.100682))",1134
2445,,9,22271,22246,15716,38969,18004629,0.42,2.2,,"MULTILINESTRING ((-77.213419 39.100682,-77.220617 39.102723))",1134
2445,,10,22246,22245,15632,38970,18004630,0.18,2.38,,"MULTILINESTRING ((-77.220617 39.102723,-77.223949 39.103323))",1134
2445,,11,22245,23158,15630,38971,18004631,0.11,2.49,,"MULTILINESTRING ((-77.223949 39.103323,-77.225898 39.103413))",1134
2445,,12,23158,22286,18094,38972,18004632,0.46,2.95,,"MULTILINESTRING ((-77.225898 39.103413,-77.233368 39.106503))",1134
